SurveyId,Country,OptInDate,BirthYear,Age,AgeGroup,Gender,Region,District,Urban_Rural,WaterSupply_Tap,WaterSupply_Standpipe,WaterSupply_Well,WaterSupply_Bottled water/sachet,WaterSupply_Tanker,WaterSupply_Cart vendor,WaterSupply_Rainwater,WaterSupply_Spring/River,FlowDays,FlowHours,SourceLocation,WaterPay,WaterChange,WaterSupplyBefore_Tap,WaterSupplyBefore_ Standpipe,WaterSupplyBefore_Well,WaterSupplyBefore_ Bottled water/sachet,WaterSupplyBefore_Tanker,WaterSupplyBefore_Cart vendor,WaterSupplyBefore_Rainwater,WaterSupplyBefore_Spring/River,FlowDaysBefore,FlowHoursBefore,WaterPayBefore
UPS3370999810318072446,Ghana,11-21-2020,1998,22,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,25,The same as before,No,No,Yes,No,No,No,No,No,0,0,25
UPS6873871192362114423,Ghana,11-21-2020,1992,28,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,10,More difficult,No,No,No,No,No,No,Yes,No,0,0,50
UPS892684629425072110,Ghana,11-20-2020,1970,50,40+,Male,Northern,Zabzugu,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,2,The same as before,No,No,Yes,No,No,No,No,No,0,0,200
UPS2692085486924192551,Ghana,11-25-2020,1990,30,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,6,I must walk to it,50,The same as before,No,No,No,Yes,No,No,No,No,0,0,60
UPS-7308563534691523994,Ghana,11-23-2020,1996,24,15-24,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,No,Yes,No,No,No,0,0,Neighbor,200,More difficult,No,No,No,Yes,No,No,No,No,0,0,300
UPS-3198742948185478238,Ghana,11-24-2020,1993,27,25-40,Female,Volta,Central Tongu,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,Yes,No,0,0,0
UPS7447531764573528958,Ghana,11-23-2020,1995,25,25-40,Male,Northern,Kpandai,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,Neighbor,3,More difficult,No,No,No,No,No,No,Yes,No,0,0,2
UPS-1742003587861305437,Ghana,11-23-2020,1984,36,25-40,Female,Brong-Ahafo,Nkoranza South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,5,15,I must walk to it,3,The same as before,No,Yes,No,No,No,No,No,No,5,15,85
UPS-3310390542013288951,Ghana,11-24-2020,1989,31,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,24,In my home or compound,38,More difficult,No,Yes,No,No,No,No,No,No,7,24,50
UPS7227519212786592529,Ghana,11-23-2020,1993,27,25-40,Male,Volta,Kadjebi,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,Easier,No,Yes,No,No,No,No,No,No,5,5,30
UPS-9018905821393493022,Ghana,11-24-2020,1975,45,40+,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,6,I must walk to it,26,Easier,No,Yes,No,No,No,No,No,No,7,12,35
UPS-2655045786641450360,Ghana,11-24-2020,1988,32,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,Yes,No,No,No,No,Yes,0,0,I must walk to it,25,The same as before,No,No,Yes,No,No,No,No,Yes,0,0,25
UPS-4633646742241202487,Ghana,11-23-2020,1979,41,40+,Male,Volta,Central Tongu,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,20,The same as before,Yes,No,No,No,No,No,No,No,6,24,40
UPS2260283710678278173,Ghana,11-24-2020,1985,35,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,7,24,I must walk to it,0,The same as before,Yes,No,No,No,No,No,No,No,7,24,500
UPS1806618090520088864,Ghana,11-23-2020,1989,31,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,18,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,4,20,6
UPS-7163552610757476656,Ghana,11-23-2020,1983,37,25-40,Male,Volta,Central Tongu,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,18,In my home or compound,13,Easier,Yes,No,No,No,No,No,No,No,7,24,15
UPS6365621812627482016,Ghana,11-24-2020,1989,31,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS-7885762013109886891,Ghana,11-25-2020,1990,30,25-40,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,19,The same as before,No,No,No,Yes,No,No,No,No,0,0,25
UPS-9024044381071409375,Ghana,11-20-2020,1994,26,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,6,I must walk to it,100,Easier,No,Yes,No,No,No,No,No,No,7,6,6
UPS3173021966096527254,Ghana,11-22-2020,1994,26,25-40,Male,Volta,Ketu North,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,15,Neighbor,45,The same as before,Yes,No,No,No,No,No,No,No,5,4,5
UPS6805138020490664706,Ghana,11-25-2020,1985,35,25-40,Female,Brong-Ahafo,Wenchi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,6,In my home or compound,20,More difficult,No,Yes,No,No,No,No,No,No,3,7,20
UPS-1771210478269853978,Ghana,11-17-2020,1991,29,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,45,More difficult,No,No,No,Yes,No,No,No,No,0,0,27
UPS-4276009053055564485,Ghana,11-17-2020,1993,27,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,10,In my home or compound,0,Easier,No,No,No,Yes,No,No,No,No,0,0,300
UPS-9080595711417193637,Ghana,11-24-2020,1992,28,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,300,Easier,No,No,No,No,Yes,No,No,No,0,0,300
UPS-2344931359072907513,Ghana,11-22-2020,1957,63,40+,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,6,12,Neighbor,7,The same as before,No,Yes,No,No,No,No,No,No,6,12,7
UPS-6495181131028897803,Ghana,11-25-2020,1991,29,25-40,Female,Northern,Nanton,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,1,Easier,No,No,No,No,No,No,Yes,No,0,0,3
UPS-403953588104267937,Ghana,11-17-2020,1995,25,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,5,More difficult,No,No,No,No,No,No,No,Yes,0,0,5
UPS7480911183491616067,Ghana,11-23-2020,1992,28,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,3,The same as before,No,No,No,Yes,No,No,No,No,0,0,2
UPS6655776018973563753,Ghana,11-25-2020,1990,30,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,12,In my home or compound,100,The same as before,No,Yes,No,No,No,No,No,No,5,8,100
UPS-5904151977722150089,Ghana,11-24-2020,1994,26,25-40,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,0,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-240865849061923328,Ghana,11-17-2020,1985,35,25-40,Male,Northern,Tatale Sanguli,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,12,I must walk to it,100,Easier,No,Yes,No,No,No,No,No,No,3,8,230
UPS2680972581972113609,Ghana,11-25-2020,1992,28,25-40,Male,Northern,Zabzugu,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,10,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,3,24,1
UPS-7963804944336842265,Ghana,11-25-2020,1993,27,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,10,More difficult,No,No,No,No,Yes,No,No,No,0,0,1
UPS-5051576162770929982,Ghana,11-17-2020,1990,30,25-40,Female,Northern,West Gonja,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,20,The same as before,No,No,Yes,No,No,No,No,No,0,0,30
UPS3185923640078013051,Ghana,11-25-2020,1990,30,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,20,More difficult,No,Yes,No,No,No,No,No,No,7,11,60
UPS8743801705136293301,Ghana,11-22-2020,1998,22,15-24,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,1,More difficult,No,No,No,Yes,No,No,No,No,0,0,5
UPS-6340043363301169312,Ghana,11-19-2020,1987,33,25-40,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,5,I must walk to it,100,Easier,Yes,No,No,No,No,No,No,No,3,8,200
UPS8566659093967793011,Ghana,11-22-2020,1992,28,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,Easier,No,Yes,No,No,No,No,No,No,3,3,50
UPS6366063523293479336,Ghana,11-24-2020,2001,19,15-24,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,10,The same as before,No,No,No,Yes,No,No,No,No,0,0,10
UPS-346730836365901368,Ghana,11-25-2020,1995,25,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,100,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-3356209116551234170,Ghana,11-24-2020,1992,28,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,20,The same as before,No,No,No,Yes,No,No,No,No,0,0,20
UPS7667994690584731709,Ghana,11-24-2020,1987,33,25-40,Male,Northern,Tatale Sanguli,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,40,The same as before,No,No,No,No,Yes,No,No,No,0,0,30
UPS-3052769556402272694,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Kadjebi,Rural area [village/farm],Yes,No,No,No,No,No,No,No,7,2,In my home or compound,5,More difficult,Yes,No,No,No,No,No,No,No,4,12,5
UPS6026505234232370403,Ghana,11-22-2020,1994,26,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS1936637098379443723,Ghana,11-23-2020,1991,29,25-40,Female,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,10,In my home or compound,3,More difficult,No,No,No,Yes,No,No,No,No,0,0,4
UPS871245753789225575,Ghana,11-25-2020,1988,32,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,Yes,No,No,No,No,No,No,2,4,I must walk to it,10,The same as before,No,No,No,No,Yes,No,No,No,0,0,10
UPS4143556521967890818,Ghana,11-24-2020,1989,31,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,80,The same as before,No,No,Yes,No,No,No,No,No,0,0,15
UPS2979125324009194691,Ghana,11-25-2020,1995,25,25-40,Female,Volta,Ho West,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,300,More difficult,No,No,No,Yes,No,No,No,No,0,0,300
UPS-6637563268607174868,Ghana,11-24-2020,1992,28,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,10,The same as before,No,Yes,No,No,No,No,No,No,7,24,10
UPS3921049854146395669,Ghana,11-24-2020,1989,31,25-40,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,3,Easier,No,No,No,Yes,No,No,No,No,0,0,3
UPS-6066049758057105126,Ghana,11-24-2020,1992,28,25-40,Female,Volta,Afadzato South,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,24,I must walk to it,25,The same as before,No,Yes,No,No,No,No,No,No,3,12,25
UPS-7637436518582320742,Ghana,11-17-2020,1992,28,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,3,More difficult,No,No,No,Yes,No,No,No,No,0,0,2
UPS796776583090293053,Ghana,11-20-2020,1990,30,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,5,Easier,No,Yes,No,No,No,No,No,No,3,8,20
UPS820021197592730579,Ghana,11-23-2020,1989,31,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,15,More difficult,No,No,No,Yes,No,No,No,No,0,0,12
UPS-7458244757713159194,Ghana,11-23-2020,1982,38,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,5,In my home or compound,0,Easier,Yes,No,No,No,No,No,No,No,5,7,56
UPS8474610881409883017,Ghana,11-24-2020,1987,33,25-40,Female,Northern,Kpandai,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,16,More difficult,No,No,No,Yes,No,No,No,No,0,0,16
UPS-3764593306017914484,Ghana,11-22-2020,2000,20,15-24,Female,Northern,Zabzugu,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,12,In my home or compound,0,Easier,Yes,No,No,No,No,No,No,No,3,8,111
UPS-3270817334933978623,Ghana,11-23-2020,1996,24,15-24,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,5,More difficult,No,No,No,Yes,No,No,No,No,0,0,150
UPS-3105523681880023915,Ghana,11-20-2020,2005,15,15-24,Female,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,1,10,In my home or compound,4,More difficult,Yes,No,No,No,No,No,No,No,2,20,500
UPS3190224430714981474,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Ho West,Rural area [village/farm],Yes,No,No,No,No,No,No,No,6,18,In my home or compound,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS-3051973801411194967,Ghana,11-20-2020,1997,23,15-24,Female,Volta,Ho West,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,400,More difficult,No,No,No,Yes,No,No,No,Yes,0,0,400
UPS-1168879824755678085,Ghana,11-24-2020,1991,29,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,200,More difficult,No,No,Yes,No,No,No,No,No,0,0,200
UPS7951999236793157500,Ghana,11-23-2020,1986,34,25-40,Male,Volta,Afadzato South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,6,24,In my home or compound,35,The same as before,Yes,No,No,No,No,No,No,No,6,24,35
UPS-8547916355728128487,Ghana,11-19-2020,1980,40,25-40,Male,Northern,Kpandai,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,100,Easier,No,No,No,No,No,No,No,Yes,0,0,100
UPS-16523357119378531,Ghana,11-20-2020,1994,26,25-40,Female,Brong-Ahafo,Wenchi,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,8,Neighbor,0,The same as before,Yes,No,No,No,No,No,No,No,2,24,3
UPS-5299662061031574688,Ghana,11-20-2020,1989,31,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,5,The same as before,No,No,No,Yes,No,No,No,No,0,0,5
UPS-5008987644199595188,Ghana,11-22-2020,1992,28,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,1,In my home or compound,15,More difficult,No,Yes,No,No,No,No,No,No,2,1,15
UPS-134729026646226748,Ghana,11-23-2020,1985,35,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,7,Neighbor,12,The same as before,Yes,No,No,No,No,No,No,No,3,3,6
UPS2084401373594096560,Ghana,11-24-2020,1999,21,15-24,Female,Northern,Tatale Sanguli,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,100,More difficult,Yes,No,No,No,No,No,No,No,5,6,300
UPS7284268723897729198,Ghana,11-24-2020,1999,21,15-24,Female,Volta,Ho West,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,2,The same as before,No,No,No,No,No,No,No,Yes,0,0,5
UPS4361217631178974007,Ghana,11-17-2020,1993,27,25-40,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,9,Easier,No,No,No,No,No,No,No,Yes,0,0,15
UPS-7154871357655008674,Ghana,11-20-2020,1995,25,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,7,24,In my home or compound,50,More difficult,No,No,Yes,No,No,No,No,No,0,0,30
UPS8785567617301264394,Ghana,11-22-2020,1983,37,25-40,Male,Volta,Kadjebi,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,24,In my home or compound,30,Easier,No,Yes,No,No,No,No,No,No,5,24,30
UPS-8079705609797457961,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,I must walk to it,10,More difficult,No,Yes,No,No,No,No,No,No,7,24,6
UPS-6716504891366590447,Ghana,11-18-2020,1993,27,25-40,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,50,Easier,No,No,No,Yes,No,No,No,No,0,0,70
UPS-7265611407247209395,Ghana,11-19-2020,1990,30,25-40,Female,Brong-Ahafo,Dormaa West,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,12,I must walk to it,50,The same as before,Yes,No,No,No,No,No,No,No,7,12,60
UPS-7082377426738929991,Ghana,11-22-2020,1983,37,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,5,7,I must walk to it,30,The same as before,No,Yes,No,No,No,No,No,No,5,7,30
UPS2148725459449921175,Ghana,11-20-2020,1986,34,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,40,The same as before,No,No,No,Yes,No,No,No,No,0,0,40
UPS-688566048647854872,Ghana,11-24-2020,1992,28,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,0,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS1706851530017278731,Ghana,11-24-2020,1980,40,25-40,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,2,I must walk to it,20,More difficult,Yes,No,No,No,No,No,No,No,7,24,24
UPS-8965101318172499101,Ghana,11-19-2020,1986,34,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,150,Easier,No,Yes,No,No,No,No,No,No,7,10,100
UPS-2510585584352440240,Ghana,11-20-2020,1987,33,25-40,Male,Volta,Afadzato South,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,20,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,5,20,200
UPS6397429837490676356,Ghana,11-24-2020,1994,26,25-40,Female,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,8,In my home or compound,210,The same as before,No,Yes,No,No,No,No,No,No,2,4,210
UPS-3810282463148322994,Ghana,11-23-2020,1996,24,15-24,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,4,8,I must walk to it,15,The same as before,No,Yes,No,No,No,No,No,No,5,12,12
UPS-3460295321470638173,Ghana,11-22-2020,1990,30,25-40,Female,Volta,Ketu North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,20,The same as before,Yes,No,No,No,No,No,No,No,6,24,20
UPS7237820339092498426,Ghana,11-23-2020,2000,20,15-24,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,300,More difficult,No,No,No,No,No,No,No,Yes,0,0,200
UPS-2389457839684090485,Ghana,11-23-2020,1990,30,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,380,The same as before,Yes,No,No,No,No,No,No,No,7,9,380
UPS-1959243393107910223,Ghana,11-17-2020,1999,21,15-24,Female,Volta,Ketu North,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,200,More difficult,No,No,No,Yes,No,No,No,No,0,0,150
UPS-7094366545275899206,Ghana,11-20-2020,1990,30,25-40,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,12,In my home or compound,100,The same as before,No,Yes,No,No,No,No,No,No,7,12,100
UPS4170745929713370166,Ghana,11-24-2020,1994,26,25-40,Male,Volta,Afadzato South,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,300,The same as before,No,Yes,No,No,No,No,No,No,3,5,200
UPS-8986068676792158149,Ghana,11-24-2020,1993,27,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,30,The same as before,No,Yes,No,No,No,No,No,No,5,10,30
UPS3028263575126730872,Ghana,11-17-2020,1988,32,25-40,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,1,8,I must walk to it,4,Easier,No,Yes,No,No,No,No,No,No,2,6,8
UPS121165675380075941,Ghana,11-17-2020,1994,26,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,100,More difficult,Yes,No,No,No,No,No,No,No,6,12,10
UPS5737497180980436256,Ghana,11-25-2020,1992,28,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,6,I must walk to it,60,The same as before,No,Yes,No,No,No,No,No,No,7,6,60
UPS4293475300595104259,Ghana,11-23-2020,1989,31,25-40,Male,Brong-Ahafo,Nkoranza North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,5,13,I must walk to it,10,The same as before,No,Yes,No,No,No,No,No,No,6,15,10
UPS2167929346279935773,Ghana,11-24-2020,1992,28,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,50,The same as before,No,No,No,Yes,No,No,No,No,0,0,50
UPS1582290698173922105,Ghana,11-21-2020,1990,30,25-40,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,5,In my home or compound,0,Easier,No,Yes,No,No,No,No,No,No,3,15,12
UPS2646130576873479301,Ghana,11-25-2020,1990,30,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,5,16,I must walk to it,136,Easier,No,Yes,No,No,No,No,No,No,5,13,136
UPS2276164466398500531,Ghana,11-24-2020,1987,33,25-40,Female,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,400,The same as before,No,No,Yes,No,No,No,No,No,0,0,500
UPS5707871403329105770,Ghana,11-23-2020,1991,29,25-40,Female,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,200,More difficult,Yes,No,No,No,No,No,No,No,2,2,100
UPS-219847552042443609,Ghana,11-25-2020,1986,34,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,5,Neighbor,30,More difficult,Yes,No,No,No,No,No,No,No,3,5,40
UPS1678920083560795281,Ghana,11-20-2020,1996,24,15-24,Female,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,More difficult,No,No,No,No,No,No,No,Yes,0,0,0
UPS7205709269921668535,Ghana,11-23-2020,1986,34,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,24,In my home or compound,0,More difficult,No,Yes,No,No,No,No,No,No,6,12,150
UPS-7360067139931106251,Ghana,11-24-2020,1995,25,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,8,In my home or compound,3,More difficult,Yes,No,No,No,No,No,No,No,6,16,20
UPS7302892247492595459,Ghana,11-17-2020,1996,24,15-24,Male,Northern,Nanumba South,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,9,Neighbor,23,Easier,Yes,No,No,No,No,No,No,No,3,4,35
UPS5075987886631616033,Ghana,11-25-2020,1992,28,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,Yes,No,No,0,0,In my home or compound,2,More difficult,No,No,No,No,No,No,No,Yes,0,0,0
